first,last,nickname,height,weight,reach,stance,w,l,d,belt,SLpM,Str. Acc.,SApM,Str. Def,TD Avg,TD Acc.,TD Def.,Sub. Avg.
Dileno,Lopes,n/a,"5' 5""",135 lbs.,"65.0""",n/a,19,3,0,n/a,2.37,36%,3.33,53%,2.5,31%,100%,1.5
Ivan,Lopez,n/a,"5' 6""",135 lbs.,n/a,Southpaw,8,1,0,n/a,0.9,26%,2.24,65%,0,0%,30%,0
Steve,Lopez,n/a,"5' 11""",155 lbs.,n/a,Orthodox,12,6,1,n/a,1.39,24%,2.69,62%,0,0%,37%,0
Federico,Lopez,Kiko,"5' 4""",139 lbs.,n/a,Orthodox,5,5,0,n/a,1.78,23%,5.35,30%,0,0%,0%,0
Jorge,Lopez,n/a,"5' 10""",170 lbs.,n/a,Orthodox,11,3,0,n/a,2.47,59%,2.57,50%,3.5,41%,81%,0
Christopher,Lopez,n/a,"5' 10""",170 lbs.,n/a,n/a,4,0,0,n/a,0,0%,0,0%,0,0%,0%,0
Matthew,Lopez,n/a,"5' 7""",135 lbs.,"69.0""",Southpaw,9,1,0,n/a,1.5,50%,2.42,43%,3.07,85%,60%,1.5
Brendan,Loughnane,n/a,"5' 9""",155 lbs.,"71.0""",n/a,5,2,0,n/a,5,63%,3.6,66%,0,0%,91%,0
Nate,Loughran,n/a,"6' 2""",185 lbs.,n/a,Orthodox,9,1,0,n/a,1.81,40%,4.11,59%,0,0%,0%,2.1
Rashard,Lovelace,n/a,n/a,155 lbs.,n/a,n/a,2,0,0,n/a,0,0%,0,0%,0,0%,0%,0
Ian,Loveland,The Barn Owl,"5' 8""",145 lbs.,n/a,Orthodox,14,9,0,n/a,2.71,40%,2.36,64%,1,37%,69%,0.3
Jakob,Lovstad,The Striking Viking,"6' 3""",205 lbs.,n/a,Orthodox,11,4,0,n/a,0,0%,9.43,35%,0,0%,0%,0
Waylon,Lowe,n/a,"5' 7""",145 lbs.,n/a,Southpaw,11,5,0,n/a,1.88,55%,2.4,53%,4.47,55%,83%,0.3
Brandon,Lowe,n/a,n/a,155 lbs.,n/a,n/a,0,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Robert,Lucarelli,n/a,"6' 2""",245 lbs.,n/a,n/a,0,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Matt,Lucas,Luke Duke,"6' 1""",205 lbs.,n/a,n/a,14,2,0,n/a,1.27,48%,3.93,40%,1,10%,0%,0
Cleber,Luciano,n/a,"5' 6""",155 lbs.,n/a,n/a,11,5,0,n/a,0,0%,0,0%,0,0%,0%,0
Duane,Ludwig,Bang,"5' 10""",170 lbs.,"70.0""",Orthodox,29,14,0,n/a,4.61,44%,3.04,57%,0.43,25%,59%,0.1
Mike,Lullo,n/a,"5' 8""",145 lbs.,n/a,Orthodox,8,3,0,n/a,2.48,36%,4.84,40%,1.18,11%,0%,0.6
Alexandru,Lungu,n/a,"6' 0""",385 lbs.,n/a,Orthodox,8,2,0,n/a,3.61,66%,7.22,40%,0,0%,0%,0
Vicente,Luque,The Silent Assassin,"5' 11""",170 lbs.,"75.0""",n/a,11,5,1,n/a,2.99,47%,2.18,50%,2.11,80%,41%,1.6
Thaddeus,Luster,n/a,"6' 3""",210 lbs.,n/a,n/a,0,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Travis,Lutter,The Serial Killer,"5' 11""",185 lbs.,"75.0""",Orthodox,10,6,0,n/a,0.41,32%,2.42,42%,1.95,24%,30%,0.7
Stevie,Lynch,n/a,"5' 10""",170 lbs.,n/a,Orthodox,5,2,0,n/a,2.47,25%,7.06,41%,0,0%,0%,0
Adam,Lynn,n/a,"5' 10""",155 lbs.,n/a,Orthodox,17,8,0,n/a,1.47,63%,6.95,10%,0,0%,50%,0
Chris,Lytle,Lights Out,"5' 11""",170 lbs.,"68.0""",Orthodox,31,18,5,n/a,3.76,45%,3.03,58%,0.7,55%,55%,2.4
William,Patolino,Patolino,"5' 11""",170 lbs.,"75.0""",Orthodox,8,3,0,n/a,4.92,54%,3.96,65%,1.85,45%,78%,0
Jason,MacDonald,The Athlete,"6' 3""",185 lbs.,"80.0""",Orthodox,26,16,0,n/a,1.55,52%,2.7,46%,1.43,16%,35%,2
Rob,MacDonald,Maximus,"6' 3""",205 lbs.,"78.0""",Orthodox,5,4,0,n/a,1.8,50%,2.04,46%,7.19,80%,80%,5.4
Rory,MacDonald,Red King,"6' 0""",170 lbs.,"76.0""",Orthodox,18,4,0,n/a,3.75,42%,2.8,62%,1.77,47%,88%,0.4
Veronica,Macedo,n/a,"5' 4""",135 lbs.,"64.0""",Southpaw,5,1,1,n/a,1.8,56%,5.72,36%,0,0%,60%,0
Clayton,MacFarlane,n/a,n/a,170 lbs.,n/a,n/a,4,1,0,n/a,1.33,52%,1.82,55%,1.05,33%,37%,0
Ilima,Macfarlane,n/a,"5' 4""",125 lbs.,n/a,n/a,3,0,0,n/a,4.13,43%,2.93,65%,0,0%,50%,1
Lyoto,Machida,The Dragon,"6' 1""",185 lbs.,"74.0""",Southpaw,22,7,0,n/a,2.63,53%,1.59,62%,1.33,65%,75%,0.4
Jon,Koppenhaver,War Machine,"5' 11""",170 lbs.,n/a,Orthodox,11,4,0,n/a,2.32,60%,3.17,43%,1.16,50%,40%,0
Anthony,Macias,Mad Dog,"5' 9""",185 lbs.,n/a,Switch,26,16,0,n/a,0,0%,0,0%,0,0%,0%,0
Reza,Madadi,Mad Dog,"5' 11""",155 lbs.,"72.0""",Orthodox,14,4,0,n/a,2.87,47%,3.45,65%,3,38%,89%,0.8
Ryan,Madigan,n/a,"6' 0""",170 lbs.,n/a,Orthodox,5,3,0,n/a,0,0%,3.35,47%,0,0%,0%,0
Jon,Madsen,n/a,"6' 0""",240 lbs.,"72.0""",Orthodox,7,1,0,n/a,2.46,41%,1.18,81%,1.32,71%,70%,0
Yoshiro,Maeda,n/a,"5' 7""",139 lbs.,"68.0""",Southpaw,28,12,2,n/a,2.36,33%,2.55,63%,2.93,51%,50%,0.7
Leonardo,Mafra,Macarrao,"5' 10""",155 lbs.,"70.0""",Orthodox,12,3,0,n/a,4.55,48%,4.38,43%,2.12,83%,69%,0.4
Vinny,Magalhaes,Pezao,"6' 3""",205 lbs.,"79.0""",Orthodox,11,7,0,n/a,2.14,24%,3.97,68%,1.55,44%,66%,0.8
Vinicius,Magalhaes,Draculinho,n/a,145 lbs.,n/a,n/a,2,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Caio,Magalhaes,Hellboy,"6' 1""",185 lbs.,"73.0""",Orthodox,9,3,0,n/a,2.27,40%,2.78,56%,1.05,15%,58%,1.6
Bernardo,Magalhaes,Trekko,"5' 9""",155 lbs.,"65.0""",Orthodox,11,3,0,n/a,1.8,27%,3.37,68%,0,0%,0%,0.5
Eric,Magana,n/a,n/a,n/a,n/a,n/a,1,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Brandon,Magana,n/a,n/a,170 lbs.,n/a,Orthodox,6,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Angela,Magana,Your Majesty,"5' 1""",115 lbs.,"65.0""",n/a,11,8,0,n/a,1.63,26%,5.17,44%,0.54,33%,0%,0.5
Neil,Magny,n/a,"6' 3""",170 lbs.,"80.0""",Orthodox,19,6,0,n/a,4.04,50%,2,56%,2.71,46%,59%,0.4
Ibragim,Magomedov,n/a,"6' 0""",250 lbs.,n/a,Orthodox,22,7,1,n/a,0.26,4%,3.86,42%,0,0%,0%,0
Rashid,Magomedov,Goretz,"5' 9""",155 lbs.,"70.0""",Orthodox,19,2,0,n/a,4.28,51%,2.66,56%,0.8,66%,86%,0.2
Ruslan,Magomedov,Leopard,"6' 3""",242 lbs.,"78.0""",Orthodox,14,1,0,n/a,4.02,47%,1.47,66%,0.33,100%,88%,0
John,Maguire,The One,"5' 9""",155 lbs.,"69.0""",Southpaw,18,6,0,n/a,1.41,41%,2.44,65%,2.8,46%,77%,1.1
Lolohea,Mahe,n/a,n/a,n/a,n/a,n/a,5,2,1,n/a,1.71,29%,6.92,40%,2.44,40%,0%,0
Michelle,Maher,n/a,n/a,145 lbs.,n/a,n/a,1,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Bill,Mahood,The Butcher,"6' 3""",200 lbs.,n/a,Orthodox,20,7,1,n/a,1.54,85%,3.59,17%,0,0%,0%,3.9
Klayton,Mai,n/a,"5' 9""",125 lbs.,n/a,n/a,8,1,0,n/a,1.53,42%,1.02,63%,3.83,100%,0%,7.7
Demian,Maia,n/a,"6' 1""",170 lbs.,"72.0""",Southpaw,24,6,0,n/a,1.82,44%,1.61,62%,2.99,31%,65%,1.3
Levan,Makashvili,The Hornet,"5' 8""",145 lbs.,"68.0""",Orthodox,10,2,1,n/a,2.87,54%,2.07,61%,3.67,42%,85%,0
John,Makdessi,The Bull,"5' 8""",155 lbs.,"68.0""",Orthodox,14,6,0,n/a,5.39,51%,3.95,71%,0,0%,87%,0
Islam,Makhachev,n/a,"5' 10""",155 lbs.,"70.0""",Orthodox,13,1,0,n/a,1.97,57%,0.61,69%,4.3,77%,0%,1.8
Aliev,Makhmud,n/a,"5' 6""",195 lbs.,n/a,Southpaw,0,1,0,n/a,1.12,30%,2.24,36%,2.1,50%,0%,0
Zach,Makovsky,Fun Size,"5' 4""",125 lbs.,"64.0""",Southpaw,19,8,0,n/a,1.94,43%,2.24,62%,3.71,30%,56%,0.3
Jeremy,Malaterre,n/a,"5' 11""",155 lbs.,n/a,n/a,4,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Fabio,Maldonado,Caipira de Aco,"6' 1""",205 lbs.,"75.0""",Orthodox,22,9,0,n/a,5.29,58%,4.31,53%,0.44,57%,61%,0.6
Marvin,Maldonado,The Bulldog,"5' 6""",135 lbs.,n/a,n/a,2,4,0,n/a,0.87,56%,3.47,43%,0,0%,20%,0
Nazareno,Malegarie,El Tigre,"5' 8""",155 lbs.,"70.0""",n/a,28,5,0,n/a,3.87,34%,3.27,69%,1,33%,0%,0
Carl,Malenko,n/a,"5' 11""",200 lbs.,n/a,Orthodox,6,4,0,n/a,0,0%,0,0%,0,0%,0%,0
Mike,Malott,The Main Attraction,"6' 0""",145 lbs.,n/a,n/a,4,1,1,n/a,4.53,36%,4.53,51%,2,33%,0%,0
Troy,Mandaloniz,Rude Boy,"5' 9""",170 lbs.,n/a,Orthodox,3,2,0,n/a,3.52,56%,4.71,63%,3.1,66%,57%,0
Michael,Mangan,n/a,n/a,155 lbs.,n/a,n/a,0,3,0,n/a,1.94,33%,4.52,46%,19.35,50%,100%,0
Melvin,Manhoef,Marvelous,"5' 9""",185 lbs.,n/a,Orthodox,25,9,1,n/a,3.52,48%,2.64,51%,0.33,25%,78%,0
Melchor,Manibusan,Barracuda,"5' 5""",154 lbs.,n/a,Southpaw,2,4,0,n/a,1.58,54%,5.79,15%,0,0%,0%,0
Jon,Manley,n/a,"6' 1""",170 lbs.,"75.0""",Orthodox,7,3,0,n/a,1.13,20%,4.33,45%,1,7%,20%,0
Steve,Mann,n/a,"6' 1""",170 lbs.,n/a,n/a,10,3,0,n/a,3.18,70%,0.66,57%,1.64,100%,60%,0
Chris,Manuel,n/a,"5' 9""",135 lbs.,n/a,Orthodox,8,3,2,n/a,2.53,40%,2.67,66%,1,20%,100%,0
Jimi,Manuwa,Poster Boy,"6' 1""",205 lbs.,"79.0""",Orthodox,16,2,0,n/a,3.64,59%,2.98,48%,0.76,25%,63%,0.5
Cristiano,Marcello,n/a,"5' 9""",155 lbs.,"72.0""",Orthodox,13,6,0,n/a,2.56,33%,3.61,58%,0.44,11%,20%,0.9
Jose,Maria,No Chance,"5' 5""",125 lbs.,n/a,Orthodox,33,5,0,n/a,3.2,53%,3.98,52%,2.32,27%,33%,2.3
Enrique,Marin,Wasabi,"5' 10""",170 lbs.,"74.0""",n/a,9,4,0,n/a,1.43,33%,3,50%,2.5,38%,60%,1
Ronny,Markes,n/a,"6' 1""",185 lbs.,"75.0""",Orthodox,14,3,0,n/a,2.17,53%,2.43,45%,3.13,40%,100%,0.5
Rory,Markham,n/a,"6' 0""",170 lbs.,"71.0""",Orthodox,16,6,0,n/a,1.98,21%,10.27,45%,0,0%,0%,0
Randa,Markos,Quiet Storm,"5' 4""",115 lbs.,"63.0""",n/a,6,5,0,n/a,3.05,38%,3.59,61%,1.39,27%,50%,0.5
Nate,Marquardt,The Great,"6' 0""",185 lbs.,"74.0""",Orthodox,38,16,2,n/a,2.72,49%,2.26,56%,2.1,53%,71%,1
Carmelo,Marrero,The Fury,"6' 0""",205 lbs.,"73.0""",Orthodox,14,5,0,n/a,0.84,34%,2.04,54%,3.21,36%,36%,0.9
Cesar,Marscucci,n/a,n/a,n/a,n/a,n/a,2,2,0,n/a,0,0%,0,0%,0,0%,0%,0
John,Marsh,n/a,"6' 0""",265 lbs.,n/a,Orthodox,8,7,0,n/a,0.83,42%,2.23,40%,0.43,100%,54%,0.4
CJ,Marsh,n/a,n/a,n/a,n/a,n/a,3,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Eliot,Marshall,Fire,"6' 2""",205 lbs.,"77.0""",Orthodox,10,4,0,n/a,1.93,27%,2.39,67%,0.47,33%,79%,0.9
Doug,Marshall,The Rhino,"5' 10""",205 lbs.,n/a,Orthodox,13,5,0,n/a,7.97,51%,6.29,61%,0,0%,0%,6.3
David,Marshall,n/a,"6' 2""",170 lbs.,n/a,n/a,8,3,0,n/a,0,0%,0,0%,0,0%,0%,0
Jack,Marshman,Hammer,"6' 0""",185 lbs.,"73.0""",Orthodox,21,5,0,n/a,4.85,46%,4.15,56%,0,0%,0%,0
Terry,Martin,n/a,"5' 8""",185 lbs.,"71.0""",Orthodox,22,9,0,n/a,2.68,41%,3.26,53%,3.01,40%,92%,0
Eric,Martin,n/a,n/a,n/a,n/a,n/a,0,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Justin,Martin,n/a,"6' 0""",185 lbs.,n/a,n/a,4,3,0,n/a,0,0%,0,0%,0,0%,0%,0
Dave,Martin,n/a,"6' 0""",205 lbs.,n/a,n/a,0,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Joe,Martin,n/a,"5' 9""",170 lbs.,n/a,n/a,6,8,0,n/a,0,0%,0,0%,0,0%,0%,0
Tony,Martin,n/a,"6' 0""",155 lbs.,"73.0""",Orthodox,10,3,0,n/a,2.62,42%,3.55,48%,1.55,21%,50%,1.6
Rainy,Martinez,n/a,"6' 0""",199 lbs.,n/a,Orthodox,0,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Danny,Martinez,The Gremlin,"5' 6""",125 lbs.,"67.0""",Orthodox,18,7,0,n/a,2.73,28%,3.77,63%,3,45%,36%,0
Alonzo,Martinez,Zo Diddy,"5' 10""",155 lbs.,n/a,n/a,35,16,1,n/a,3.07,27%,7.33,52%,0,0%,0%,0
Henry,Martinez,Sicario,"5' 7""",155 lbs.,"68.0""",Southpaw,9,3,0,n/a,2.79,25%,4.01,60%,0,0%,80%,0
Wagner da Conceicao,Martins,Zuluzinho,"6' 7""",390 lbs.,n/a,Orthodox,8,7,0,n/a,1.91,37%,5.43,42%,2.2,100%,100%,0
Adriano,Martins,n/a,"5' 10""",155 lbs.,"72.0""",Southpaw,28,8,0,n/a,1.85,37%,2.09,66%,0.97,80%,81%,0.2
Lucas,Martins,Mineiro,"6' 0""",145 lbs.,"72.0""",Southpaw,16,3,0,n/a,2.87,35%,4.14,60%,0,0%,76%,0.5
Max,Martyniouk,Payne,n/a,155 lbs.,n/a,n/a,1,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Bristol,Marunde,n/a,"6' 1""",170 lbs.,"71.0""",Orthodox,12,9,0,n/a,1.42,21%,4.4,47%,1.6,33%,14%,0
Shoji,Maruyama,n/a,"5' 7""",139 lbs.,n/a,Orthodox,10,7,1,n/a,1.4,63%,0.27,55%,0,0%,54%,0
Mike,Massenzio,The Master of Disaster,"6' 2""",185 lbs.,"73.0""",Southpaw,13,6,0,n/a,2.08,45%,3.59,54%,2.74,24%,50%,1.4
Jameel,Massouh,n/a,"5' 10""",145 lbs.,"72.0""",Orthodox,26,9,0,n/a,1.91,54%,2.62,55%,0.67,15%,50%,0.7
Jorge,Masvidal,Gamebred,"5' 11""",170 lbs.,"74.0""",Orthodox,31,11,0,n/a,4.2,46%,2.89,69%,1.98,61%,79%,0.5
Tateki,Matsuda,Tech,"5' 7""",125 lbs.,"65.0""",Orthodox,10,7,0,n/a,3.2,34%,3.43,69%,0,0%,16%,0
Daijiro,Matsui,n/a,"5' 9""",200 lbs.,n/a,Orthodox,12,24,5,n/a,0.84,45%,1.69,55%,1.83,30%,43%,0.4
Koichiro,Matsumoto,n/a,"5' 7""",145 lbs.,n/a,n/a,15,3,1,n/a,1.9,26%,3.5,31%,0,0%,0%,0
Naoki,Matsushita,n/a,"5' 6""",155 lbs.,n/a,Orthodox,12,15,11,n/a,3.3,32%,2.2,63%,1.5,100%,0%,0
AJ,Matthews,n/a,"5' 11""",185 lbs.,n/a,n/a,6,1,0,n/a,5.11,52%,4.96,51%,0,0%,100%,0
Jake,Matthews,The Celtic Kid,"5' 9""",155 lbs.,"72.0""",Orthodox,11,3,0,n/a,3.12,46%,2.11,52%,2.18,40%,66%,0.9
Claudio,Mattos,Popeye,n/a,185 lbs.,n/a,Orthodox,5,4,0,n/a,0,0%,3.53,0%,0,0%,0%,0
John,Matua,n/a,"6' 2""",400 lbs.,n/a,Orthodox,1,4,0,n/a,0,0%,0,0%,0,0%,0%,0
Francesco,Maturi,n/a,n/a,n/a,n/a,n/a,0,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Vladimir,Matyushenko,The Janitor,"6' 0""",205 lbs.,"74.0""",Orthodox,26,7,0,n/a,1.9,44%,1.62,59%,3.25,46%,70%,0.1
Elaina,Maxwell,Beef,"5' 8""",145 lbs.,n/a,Orthodox,6,4,0,n/a,2.07,60%,2.4,53%,0,0%,50%,1
Jeremy,May,n/a,"6' 1""",185 lbs.,n/a,n/a,9,8,0,n/a,0,0%,0,0%,0,0%,0%,0
Jack,May,The Outlaw,"6' 8""",255 lbs.,"79.0""",Switch,7,2,0,n/a,1.52,38%,3.29,33%,0.91,33%,20%,0
Gray,Maynard,n/a,"5' 9""",145 lbs.,"70.0""",Orthodox,13,7,1,n/a,1.97,31%,2.53,69%,2.48,41%,83%,0.6
Scott,McAfee,n/a,"5' 8""",155 lbs.,n/a,Orthodox,10,4,0,n/a,0,0%,1.33,50%,0,0%,0%,0
Bobby,McAndrews,n/a,n/a,n/a,n/a,Orthodox,1,3,0,n/a,2.56,83%,1.03,50%,0,0%,33%,7.7
Michael,McBride,n/a,"6' 1""",155 lbs.,"75.0""",Orthodox,8,2,0,n/a,1.72,51%,4.09,24%,0,0%,16%,0
Ian,McCall,Uncle Creepy,"5' 5""",125 lbs.,"64.0""",Orthodox,13,5,1,n/a,3.59,39%,3.25,67%,2.08,30%,88%,0
Charles,McCarthy,Chainsaw,"5' 10""",185 lbs.,"71.0""",Orthodox,10,5,0,n/a,0.18,12%,4.03,56%,2.67,60%,0%,2.7
Sean,McCorkle,n/a,"6' 7""",265 lbs.,"81.0""",Orthodox,13,2,0,n/a,0.85,44%,2.48,52%,2.12,40%,33%,4.2
Kris,McCray,Savage,"6' 0""",170 lbs.,"76.0""",Orthodox,6,3,0,n/a,2.69,45%,2.57,54%,2.88,55%,38%,0
Tamdan,McCrory,The Barncat,"6' 4""",185 lbs.,"78.0""",Switch,14,5,0,n/a,2.07,49%,1.6,46%,2.28,50%,33%,2.5
Rob,McCullough,Razor,"5' 9""",155 lbs.,"69.0""",Orthodox,19,8,0,n/a,2.47,36%,2.84,59%,0.46,100%,68%,0
Justin,McCully,The Insane One,"6' 1""",225 lbs.,"73.0""",Orthodox,10,5,2,n/a,1.58,37%,2.02,46%,1.28,44%,43%,0
Bubba,McDaniel,The Menace,"6' 3""",185 lbs.,"75.0""",Southpaw,21,8,0,n/a,1.64,44%,1.98,56%,0.93,50%,50%,1.4
Michael,McDonald,The Black Sniper,"5' 11""",205 lbs.,n/a,Orthodox,1,1,0,n/a,0,0%,0.4,50%,0,0%,0%,0
Scott,McDonald,n/a,n/a,n/a,n/a,n/a,1,0,0,n/a,0,0%,0,0%,0,0%,0%,0
Michael,McDonald,Mayday,"5' 9""",135 lbs.,"70.0""",Orthodox,17,4,0,n/a,2.69,42%,2.76,57%,1.09,66%,52%,1.4
Josh,McDonald,n/a,n/a,185 lbs.,n/a,n/a,8,4,0,n/a,0,0%,0,0%,0,0%,0%,0
Miles,McDonald,n/a,"5' 7""",115 lbs.,n/a,n/a,1,1,0,n/a,5.1,45%,4,43%,0,0%,100%,1
Justin,McElfresh,n/a,"6' 6""",205 lbs.,n/a,Orthodox,6,4,0,n/a,4.59,26%,12.79,41%,0,0%,0%,0
Drew,McFedries,The Massacre,"6' 0""",185 lbs.,"72.0""",Southpaw,10,6,0,n/a,5.13,51%,4.56,52%,1.42,100%,56%,0.7
Liam,McGeary,n/a,"6' 6""",205 lbs.,n/a,n/a,11,0,0,n/a,1.28,48%,1.92,50%,0.51,100%,0%,2.5
Gan,McGee,The Giant,"6' 10""",265 lbs.,n/a,Orthodox,13,5,0,n/a,2.2,29%,2.31,59%,0.65,25%,83%,0
Court,McGee,The Crusher,"5' 11""",170 lbs.,"75.0""",Orthodox,19,5,0,n/a,5.03,37%,3.44,62%,2.29,27%,70%,0.6
Ryan,McGillivray,The Kid,"5' 11""",170 lbs.,n/a,n/a,11,5,1,n/a,1.27,20%,2.2,52%,0,0%,44%,0
Ryan,McGivern,n/a,"6' 0""",185 lbs.,n/a,Orthodox,13,7,0,n/a,2.22,29%,2.22,57%,0,0%,0%,0
Jack,McGlaughlin,n/a,n/a,n/a,n/a,Orthodox,1,4,0,n/a,0,0%,0,0%,0,0%,0%,0
Conor,McGregor,The Notorious,"5' 9""",170 lbs.,"74.0""",Southpaw,21,3,0,n/a,5.82,47%,4.55,57%,0.92,62%,73%,0
Greg,McIntyre,n/a,"5' 10""",155 lbs.,n/a,Orthodox,6,4,0,n/a,0.79,30%,1.36,41%,5.09,50%,0%,0
Antonio,McKee,Mandingo,"5' 8""",155 lbs.,n/a,Southpaw,26,5,2,n/a,1.37,45%,0.74,74%,1.47,33%,57%,0
AJ,McKee,Mercenary,"5' 10""",145 lbs.,n/a,n/a,3,0,0,n/a,2.75,32%,0.92,80%,11.01,100%,100%,11
Tim,McKenzie,n/a,"6' 0""",185 lbs.,"74.0""",Orthodox,13,8,0,n/a,1.37,54%,2.96,44%,0,0%,28%,2.1
Cody,McKenzie,n/a,"6' 0""",155 lbs.,"72.0""",Switch,14,4,0,n/a,1.74,34%,2.5,67%,2.5,25%,14%,2.5
Brian,McLaughlin,n/a,"5' 9""",155 lbs.,n/a,n/a,6,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Jason,McLean,n/a,"5' 5""",145 lbs.,n/a,n/a,6,4,0,n/a,0,0%,0,0%,0,0%,0%,0
Garreth,McLellan,Soldier Boy,"6' 1""",185 lbs.,"72.0""",Southpaw,13,5,0,n/a,3.53,54%,2.58,46%,1.18,23%,34%,0.9
Sara,McMann,n/a,"5' 6""",135 lbs.,"66.0""",Orthodox,10,3,0,n/a,2.37,45%,2.05,49%,4.8,69%,100%,0.5
James,McSweeney,The Hammer,"6' 4""",230 lbs.,"77.0""",Switch,6,9,0,n/a,3.94,55%,4.33,42%,0.52,33%,100%,1.1
Charles,McTorry,n/a,n/a,n/a,n/a,n/a,2,0,0,n/a,0,0%,0,0%,0,0%,0%,0
Daniel,McWilliams,The Animal,"6' 1""",185 lbs.,n/a,n/a,9,19,0,n/a,3.36,77%,0,0%,0,0%,100%,21.6
Tim,Means,The Dirty Bird,"6' 2""",170 lbs.,"75.0""",Orthodox,26,7,1,n/a,4.35,46%,2.83,63%,0.93,50%,61%,0.2
Yancy,Medeiros,The Kid,"5' 10""",155 lbs.,"75.0""",Orthodox,13,4,0,n/a,4.01,34%,4.88,49%,0,0%,86%,0.8
Anistavio,Medeiros,Gasparzinho,"5' 6""",145 lbs.,n/a,Orthodox,15,8,0,n/a,3.64,44%,5,47%,0,0%,0%,0
Kaline,Medeiros,The Dark Angel,"5' 3""",115 lbs.,n/a,n/a,5,4,0,n/a,2.06,70%,0.29,83%,4.41,100%,0%,4.4
Todd,Medina,El Tiburon,"5' 10""",193 lbs.,n/a,Southpaw,11,9,0,n/a,0,0%,0,0%,0,0%,0%,0
Jason,Medina,n/a,"5' 9""",180 lbs.,n/a,n/a,21,13,1,n/a,0,0%,0,0%,0,0%,0%,0
Gerald,Meerschaert,GM3,"6' 1""",185 lbs.,"77.0""",Southpaw,25,8,0,n/a,3.33,41%,1.19,75%,0,0%,0%,3.6
Frank,Megallon,n/a,"5' 10""",185 lbs.,n/a,Southpaw,2,3,0,n/a,1.14,21%,5.32,54%,0,0%,0%,0
Derrick,Mehmen,Caveman,"6' 4""",205 lbs.,n/a,n/a,12,4,0,n/a,1.93,14%,4.53,48%,1,16%,0%,0
Miika,Mehmet,n/a,n/a,205 lbs.,n/a,Orthodox,3,4,0,n/a,0.33,12%,7.29,24%,0,0%,0%,0
Jordan,Mein,Young Gun,"6' 0""",170 lbs.,"73.0""",Orthodox,29,11,0,n/a,3.91,44%,2.97,70%,1.18,70%,60%,0
Bryce,Mejia,n/a,"6' 1""",170 lbs.,n/a,n/a,3,1,0,n/a,3.49,62%,6.98,50%,0,0%,0%,0
Brian,Melancon,n/a,"5' 8""",170 lbs.,"72.0""",Orthodox,7,3,0,n/a,4.18,49%,3.64,64%,2.02,100%,66%,0
Brandon,Melendez,The Murderer,"5' 11""",155 lbs.,n/a,Southpaw,26,21,0,n/a,0.84,26%,0.56,63%,0,0%,25%,0
Gilbert,Melendez,El Nino,"5' 9""",155 lbs.,"73.0""",Orthodox,22,6,0,n/a,3.58,33%,2.18,65%,1.78,42%,71%,0.2
Marcelo,Mello,n/a,"5' 7""",170 lbs.,n/a,Southpaw,1,0,0,n/a,0,0%,0,0%,0,0%,0%,0
Fabio,Mello,n/a,"5' 5""",155 lbs.,n/a,Southpaw,8,6,0,n/a,0.86,35%,3.94,50%,0,0%,0%,0
Antonio,Mendes,Samurai,"6' 3""",205 lbs.,"77.0""",Southpaw,17,10,0,n/a,1.34,47%,6.85,22%,2.51,50%,100%,0
Chad,Mendes,Money,"5' 6""",145 lbs.,"66.0""",Orthodox,17,4,0,n/a,2.7,49%,2.16,68%,4.16,54%,100%,0.3
Augusto,Mendes,Tanquinho,"5' 6""",135 lbs.,"65.0""",Orthodox,5,1,0,n/a,2.56,28%,2.56,73%,0,0%,0%,0
Eddie,Mendez,n/a,"5' 10""",185 lbs.,"76.0""",n/a,7,2,1,n/a,1.71,33%,3.43,11%,0,0%,0%,0
Luis,Mendoza,n/a,n/a,155 lbs.,n/a,n/a,0,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Alonzo,Menifield,n/a,"6' 1""",205 lbs.,n/a,n/a,1,0,0,n/a,14.21,75%,0,100%,0,0%,100%,0
Ivan,Menjivar,The Pride of El Salvador,"5' 6""",145 lbs.,"64.0""",Orthodox,25,12,0,n/a,2.78,37%,2.76,65%,0.56,28%,38%,1
Dave,Menne,The Warrior,"5' 10""",170 lbs.,n/a,Orthodox,44,16,2,n/a,1.84,44%,1.99,42%,0.46,50%,57%,2.5
Steve,Mensing,The Machine,"5' 11""",185 lbs.,n/a,Orthodox,7,11,2,n/a,0,0%,9.51,42%,0,0%,0%,0
Buck,Meredith,n/a,"6' 2""",185 lbs.,n/a,n/a,3,3,0,n/a,0,0%,0,0%,0,0%,0%,0
